dataset,seed,pct_nulls,start_index,end_index,avg_semantic_sim_SENTI,total_time_SENTI,avg_semantic_sim_IPM_70_30_fixed,total_time_IPM_70_30_fixed,avg_semantic_sim_IPM_70_30_Retraining,total_time_IPM_70_30_Retraining,Over_IPM_fixed,Over_IPM_retrained,OverTime_IPM_fixed,OverTime_IPM_retrained,FracTime_IPM_fixed,FracTime_IPM_retrained
contraceptive,1234,5,0,490,0.95455705622832,3.24990820884705,0.882084846496582,24.971585721,0.867754697799683,23.281110795,8.216013461695805,10.003098646280675,86.98557534488481,86.04057925988214,7.683781853598572,7.163621031395006
contraceptive,1234,5,883,931,0.968580663204193,0.285194396972656,0.838620662689209,25.343208255,0.838620662689209,41.4991470690001,15.496875559712617,15.496875559712617,98.87467129613951,99.31277046128571,88.86292481205327,145.5117895355391
contraceptive,1234,5,932,980,0.958499785512686,0.290371179580689,0.83745539188385,25.664691389,0.83745539188385,44.2434896759997,14.453831786377002,14.453831786377002,98.8685966443955,99.34369738529418,88.38580821299533,152.3687362495465
contraceptive,1234,5,981,1029,0.97017902508378,0.295674562454224,0.949477672576904,25.406983,0.920461595058441,47.1534906320003,2.1802885001699988,5.40135843714178,98.83624685995098,99.3729529702016,85.92887663081764,159.4776711280347
contraceptive,1234,5,1030,1078,0.960644576698542,0.288334608078003,0.94573700428009,25.189139759,0.926483869552612,48.8568467369992,1.5762915431018643,3.687134581460744,98.85532173453846,99.40983786851793,87.36079212588173,169.44496209689123
contraceptive,1234,5,1079,1127,0.959922023117542,0.289434194564819,0.962378084659576,25.449086004,0.962378084659576,50.5059562210004,-0.2552075510845319,-0.2552075510845319,98.86269316501455,99.42693057171647,87.92701927380823,174.4989264206982
contraceptive,1234,5,1128,1176,0.965431191027164,0.283522129058838,0.945247530937195,25.065850819,0.954862356185913,52.8804893490001,2.135277737245952,1.106843805579165,98.86889086228851,99.46384359799008,88.40879864371435,186.51274073222717
contraceptive,1234,5,1177,1225,0.967231251299381,0.288511037826538,0.822914481163025,26.665360291,0.822914481163025,54.9258197699994,17.537274338931688,17.537274338931688,98.91803060345704,99.47472602314417,92.42405591092866,190.3768402892875
contraceptive,1234,5,1226,1274,0.968548145145178,0.281679391860962,0.882364928722382,25.806475312,0.894131422042847,56.7850359660004,9.767298497185815,8.322794755642182,98.90849335891299,99.50395489398014,91.61648334123844,201.59457030505698
contraceptive,1234,5,1275,1323,0.965669002383947,0.283921480178833,0.887657046318054,25.683262029,0.954007387161255,59.0337394729997,8.788524395709107,1.2223820674379005,98.89452718327506,99.51905218488034,90.45903118292755,207.92276595563058
contraceptive,1234,5,1324,1372,0.968860100954771,0.278225183486939,0.851897358894348,25.344611829,0.851897358894348,61.3921017109999,13.729675393315627,13.729675393315627,98.9022314274761,99.54680622468885,91.09388126323145,220.6561639805043
contraceptive,1234,5,491,539,0.955902997404337,0.28095817565918,0.868456125259399,25.879368528,0.868456125259399,25.882863964,10.069233160030805,10.069233160030805,98.91435459348554,98.91450120801949,92.11110681254318,92.123547938315
contraceptive,1234,5,1373,1421,0.966890279203653,0.279688358306885,0.87984049320221,26.322311273,0.903963327407837,62.9218863679989,9.893814466827079,6.961228391450609,98.93744756907509,99.55549908870957,94.11300288772883,224.97141729066374
contraceptive,1234,5,1422,1470,0.969920802861452,0.278217792510986,0.881869912147522,25.57889388,0.894226372241974,65.0265324120005,9.984566827947361,8.464795153569392,98.9123149976062,99.57214727251912,91.93838269344317,233.72528343755297
contraceptive,1234,5,1471,1472,0.0,0.024935245513916,0.0,24.341025845,0.0,64.5545962949996,,,99.89755877310719,99.96137340027661,976.1694879408999,2588.889540268317
contraceptive,1234,5,540,588,0.953849717974663,0.268868684768677,0.841659784317017,25.557909564,0.841659784317017,26.936692279,13.32960606507829,13.32960606507829,98.9480020496379,99.0018496629659,95.05721942289011,100.18530905588788
contraceptive,1234,5,589,637,0.964978538453579,0.286068916320801,0.899348974227905,25.158662696,0.899348974227905,29.193320684,7.29745250246348,7.29745250246348,98.86294069053884,99.02008778166305,87.94616003574042,102.04995726016689
contraceptive,1234,5,638,686,0.947270561009646,0.275616645812988,0.843941807746887,25.670920683,0.815985679626465,30.840395778,12.243587450492694,16.089115858415497,98.92634686065036,99.10631287679648,93.13995026417341,111.89598395637502
contraceptive,1234,5,687,735,0.960553128272295,0.276584148406982,0.83637011051178,26.105596716,0.8481365442276,33.320447161,14.847854580136374,13.254538412452568,98.940517807672,99.16992666073608,94.3857298632556,120.4712828009592
contraceptive,1234,5,736,784,0.958747319877148,0.287476301193237,0.825171411037445,25.424505128,0.825270295143127,35.2521975169999,16.187655928574284,16.17373429282003,98.8692944081077,99.18451523183879,88.44035150887116,122.62644736514795
contraceptive,1234,5,785,833,0.966920427978039,0.281458139419556,0.839038550853729,25.992369908,0.839038550853729,37.9155253339995,15.241478117327157,15.241478117327157,98.91715091615049,99.25767047419183,92.34897225428765,134.7110636494355
contraceptive,1234,5,834,882,0.954340193420649,0.30338978767395,0.868199586868286,25.019806321,0.88270765542984,40.927572712,9.92175161739985,8.115091961667325,98.78740153388276,99.25871541464517,82.46752968458036,134.90095703545717
contraceptive,1234,10,0,490,0.948779079835026,5.43536329269409,0.878846526145935,23.312372083,0.880205690860748,21.1044489170004,7.957311272056905,7.790609591176409,76.68464078497742,74.24541472714927,4.289018199452313,3.8828037392399906
contraceptive,1234,10,883,931,0.957309756428003,0.440967321395874,0.86884868144989,23.37450077,0.886793315410614,41.8049237949999,10.181413273309417,7.9518462523296725,98.11346849400167,98.94517850682311,53.00733101039879,94.80277056056484
contraceptive,1234,10,932,980,0.956994602456689,0.444031476974487,0.826935231685638,22.6907601020001,0.838996648788452,44.0132761129999,15.727878773037146,14.064174611261102,98.04311766120453,98.99114195490816,51.10169273721074,99.12197309275169
contraceptive,1234,10,981,1029,0.958633836358786,0.443663120269775,0.875043451786041,23.030066367,0.921785116195679,45.5919625150004,9.552712428409075,3.997539070188737,98.07354823386221,99.02688303859742,51.90890410948802,102.76257013942836
contraceptive,1234,10,1030,1078,0.955622343346477,0.463586568832397,0.942373752593994,22.9315585529999,0.936234176158905,48.1309498420014,1.4058743376515606,2.0708672767230043,97.97839048854465,99.03682231421944,49.465536956249636,103.82300324883322
contraceptive,1234,10,1079,1127,0.952208487316966,0.477206945419312,0.92864978313446,23.029606398,0.91373610496521,50.3106575490001,2.5368771532997663,4.21044786812061,97.92785453137074,99.05147941078978,48.25916013809135,105.42733720020179
contraceptive,1234,10,1128,1176,0.962336853146553,0.443609952926636,0.882626712322235,23.4310783909999,0.892466247081757,51.7182598750005,9.031013871605662,7.828935412769207,98.10674547059246,99.14225661497736,52.819099834026765,116.58498537690302
contraceptive,1234,10,1177,1225,0.96207657456398,0.48976993560791,0.849925994873047,22.8019388609999,0.850444197654724,53.9500762469984,13.195334695897246,13.126361167153044,97.85206890258966,99.09217934490842,46.556428239511646,110.15391579729109
